PLEKHG2	-3.215
PLEKHG3	-1.315
CERS4	0.525
PLEKHG1	0.36
HSPBAP1	-0.69
PLEKHG5	-1.18
NSA2	1.54
	1.525
ZNF846	0.955
NAMPT	2.845
ERI3	-0.08
CERS5	-1.575
NDC1	-0.36
BCKDK	-0.27
KIAA0355	-1.59
	3.25
UBE2D1	0.72
	-0.3
SYT8	-0.955
CNOT11	-0.245
MIER1	1.605
MIER2	-0.59
MIER3	1.2
SYT7	-0.96
	0.84
	-0.07
CNPPD1	-0.575
	-1.065
	-0.34
INVS	0.805
RABIF	-0.585
	-0.255
	-1.35
DAG1	-0.2
MYADM	-1.115
	1.03
	-0.75
NAF1	0.715
CEBPB	2.48
CEBPA	0.48
ACVR1	0.22
FCHSD2	1.31
CEBPD	1.115
	0.1
	0.44
ERICH1	0.865
	0.155
CEBPZ	1.04
ZNF726	1.565
ZNF710	-0.69
RBM8A	-0.44
ZNF175	0.905
MLLT4	0.43
EDRF1	0.235
MLLT6	-1.885
	0.62
	-1.14
MLLT1	-1.065
MLLT3	0.115
	2.48
	0.21
RTF1	0.43
	-0.095
	0.49
PRAMEF8	-0.705
NOSIP	-2.395
BTG3	1.975
BTG2	-1.575
BTG1	1.99
C12orf43	0.72
UPRT	0.4
SHANK2	-1.405
ZSWIM4	-1.105
PIF1	-3.315
ZSWIM7	0.505
AIG1	1.285
NUPL1	1.665
NUPL2	1.39
ZSWIM3	-0.475
NDRG1	0.49
NDRG2	0.4
NDRG3	2.23
	0.7
NPAT	0.91
TTC30A	1.225
	0.77
HM13	-1.265
GGA1	-1.69
GGA3	-1.31
GGA2	0.555
	1.145
SORBS1	-0.75
SORBS3	0.31
	-1.74
LINGO4	2.33
LINGO2	0.52
PER2	-1.16
TSHZ3	-1.295
TSHZ1	0.415
INHBA	-1.43
INHBB	-2.4
	-1.0
	0.615
HINT3	0.575
MPLKIP	-0.31
IL17D	-0.515
LRIF1	1.0
	0.36
	-0.13
ARHGEF28	0.48
	-3.025
RUNX1T1	1.84
FAM104A	0.88
KIAA0368	1.09
TRNT1	0.62
ITM2B	1.32
TEX9	1.375
UBQLN2	0.295
	-2.33
	0.08
	1.18
RALGPS1	-0.81
B3GNTL1	-1.295
MKL1	-0.935
MKL2	0.605
TEX2	-1.43
RDX	1.2
LTA4H	0.48
LMNA	-0.395
ITM2A	1.955
	1.835
SORCS1	1.48
SORCS2	1.33
SUPT16H	1.24
CMAS	1.125
UBFD1	1.91
FKBP15	0.555
ACADM	0.41
MCL1	-0.52
PTTG1	-0.175
	3.7
	3.9
TSSK6	-0.955
PREPL	1.195
GPR180	0.295
GRIA3	-2.41
	-5.63
SASS6	1.415
L1CAM	-1.215
SLC27A4	-0.27
CEP19	1.38
SLC27A1	-1.13
	-0.905
SLC27A3	-1.27
IMP3	-1.04
HMGXB3	-1.215
HMGXB4	0.025
LRRK1	-0.63
LRRK2	1.305
THEM6	-0.565
	-2.935
DBN1	-1.84
	-2.46
C1orf168	0.255
TRIM39	-0.705
TCOF1	-0.695
	-0.01
USH2A	0.52
TRIM33	2.13
TRIM32	1.425
TRIM37	-0.1
TRIM36	-0.75
TRIM35	0.09
FOXO3	1.045
FOXO1	2.075
DLAT	0.94
FOXO6	0.09
FOXO4	-0.26
	-0.035
	-0.96
	0.81
THAP11	-1.775
BTAF1	0.31
WSB1	-0.13
DBNL	-0.43
FAM114A1	-0.03
	2.78
FAM114A2	0.02
MTFR1	0.5
ALDOA	-0.04
ALDOC	0.89
ALDOB	0.975
	0.755
	0.85
COPE	-1.44
SLC24A3	-0.34
ZIK1	0.105
	-0.645
NSFL1C	-0.445
TMEM80	-0.56
	-0.78
STX16	-0.86
USP8	0.43
C12orf57	0.62
	-1.35
	0.605
XPR1	-0.275
USP1	1.345
USP2	-0.52
USP3	2.875
USP4	-0.23
USP5	0.235
USP7	0.385
RIBC1	2.1
IL1RAP	1.56
MIS12	0.935
NR1D2	0.98
	-0.99
TPRKB	1.83
CARD6	1.24
	-0.76
FARS2	0.105
	0.055
RPL38	-0.905
RPL39	-2.19
	-0.585
RPL37	-2.0
	-0.67
RPL35	0.64
	0.33
RPL30	-0.265
RPL31	0.015
	0.49
MAF	-1.325
FAM13B	-0.62
FAM13C	1.735
BCAS2	0.58
BCAS3	0.07
	0.465
	-2.025
	-0.835
	-0.77
	-0.07
	-0.565
TPP1	-1.85
TPP2	2.095
RAD50	1.96
SFMBT1	0.595
SFMBT2	1.455
ZZEF1	-2.01
	-0.165
HIST1H2BD	-1.155
BRF2	-1.395
CEBPG	2.19
BRF1	-0.805
SETX	1.465
	4.3
SGPP1	-0.04
MLYCD	1.105
HIST1H4B	0.075
	-1.675
LDB3	-2.74
C1orf109	-0.425
FARSB	-0.405
FARSA	-1.135
UAP1L1	-0.275
METTL1	0.295
TTBK2	0.09
AMMECR1L	0.56
CCDC90B	2.265
NCOR2	-2.66
NCOR1	-0.905
	-0.41
LYSMD3	3.03
PEBP1	-0.79
	0.12
MAGOHB	0.985
	-1.105
	0.18
PPME1	0.42
PCOLCE	-0.18
FLNA	-3.11
FLNB	-4.865
FLNC	-4.545
	0.705
CEP164	-1.79
	2.025
ANKRD55	-0.47
	-0.79
	0.62
	-1.065
	0.455
CNNM3	-1.305
CNNM2	-0.17
	-0.23
TINF2	0.84
	0.495
EGF	1.71
SLC4A11	-1.73
	0.795
	-0.185
	0.53
FST	-0.12
HTR1B	0.29
FOXF2	-1.825
RALY	0.91
C11orf54	0.58
POLD1	-1.82
POLD2	-1.27
POLD3	1.675
POLD4	-0.585
	0.49
DUT	0.02
RALB	1.78
RALA	0.845
HDAC1	0.585
HDAC3	0.65
HDAC2	2.22
HDAC5	-1.955
HDAC4	-1.5
HDAC7	-2.275
HDAC6	-1.01
HDAC9	-0.8
HDAC8	2.14
GSTCD	1.045
GZF1	1.27
AGL	1.42
	-0.8
	0.12
GMPR	-0.825
GMPS	1.655
EPAS1	-0.46
ENTHD2	-0.805
KARS	0.605
FLI1	-0.005
C20orf194	0.175
CYP26B1	-0.89
UPF3B	1.175
UPF3A	3.145
STRN	1.6
	-0.695
	-0.695
CORO1B	1.68
	-1.14
CLCN3	0.06
CLCN2	-0.85
	-0.68
CLCN7	0.77
LIX1L	-0.455
CLCN5	-0.615
	-2.44
DMRTA2	-0.8
IKZF5	0.61
CORO1C	-0.315
ADM2	0.84
IKZF2	0.18
H2AFV	-0.025
MAGEE1	0.27
MBTD1	-0.63
H2AFX	-2.0
H2AFY	-0.3
H2AFZ	0.825
SGSH	-2.4
IGSF9B	-2.505
	0.36
PIGY	1.68
CNN1	1.63
BANP	-0.89
CNN3	1.4
CNN2	-1.15
HADHB	-0.65
	-1.1
	3.65
MGMT	1.555
FGF10	-0.095
FGF16	1.88
ASL	-0.285
RHEBL1	0.395
SLC12A2	1.02
IKBIP	-0.31
SKP1	-1.09
COMMD3-BMI1	1.21
LMCD1	0.705
	-0.445
N4BP1	1.955
SNRPD3	-0.845
ANGEL2	1.59
ANGEL1	-1.5
SNRPD2	-1.6
PRSS46	2.44
SNRPD1	0.835
	-0.715
