PLEKHG2	0.36
PLEKHG3	1.7
CERS4	0.19
PLEKHG1	-0.87
PLEKHG6	1.57
PLEKHG4	2.22
PLEKHG5	-0.55
NSA2	0.395
	-0.56
ZNF846	-0.11
NAMPT	4.79
ERI3	0.175
VMO1	-0.8
NDC1	1.355
	0.545
	0.285
KIAA0355	-0.405
RCBTB2	-0.15
UBE2D1	-1.755
SHANK3	-0.825
SHANK2	0.15
	-1.46
SYT9	1.4
CNOT11	-1.49
CAMKK2	1.34
MIER1	-1.57
MIER2	-0.79
MIER3	0.055
SYT5	0.54
ATXN7L2	-1.185
	-1.54
HCCS	2.05
TOM1	0.655
	0.86
CNPPD1	0.59
AQP11	1.765
C17orf58	1.495
	0.41
	-1.625
INVS	0.72
ABCB1	0.05
	-0.43
	-4.195
BAIAP3	0.99
	-1.51
DAG1	0.3
	1.76
MYADM	-0.895
	0.625
	0.45
NAF1	1.745
CEBPB	-0.42
CEBPA	0.75
ACVR1	0.51
CEBPE	-0.575
CEBPD	-1.295
	-0.07
	0.47
	-0.215
ACSS3	2.58
SDF2L1	-2.485
ERICH1	-0.785
	-0.02
	0.91
GOPC	-0.2
CEBPZ	0.225
ZNF726	0.29
ZNF710	0.405
HFE2	-2.01
	0.375
BCKDK	1.005
ZNF175	1.645
MLLT4	-0.875
EDRF1	1.31
MLLT6	-1.36
	-0.85
	0.33
MLLT1	2.385
MLLT3	0.01
	0.905
RGS10	-1.33
	-1.64
	0.19
RTF1	-0.94
	0.37
	0.61
	-2.285
	0.76
FBXL14	-0.28
	-1.395
	1.78
	1.64
CRTC1	-0.38
NOSIP	-0.145
C11orf54	-0.595
BTG3	-1.545
BTG2	-2.77
BTG1	-2.125
	-0.65
UPRT	0.065
	-0.73
ZSWIM4	-1.075
ZSWIM5	-0.935
PIF1	1.3
RTN4IP1	0.825
AIG1	-0.77
NUPL1	-0.075
NUPL2	0.625
ZSWIM3	-0.45
NDRG1	-4.6
NDRG2	0.81
NDRG3	-0.065
	0.445
NPAT	0.54
TTC30A	0.385
	-0.615
ELMO3	-0.005
HM13	0.47
GGA1	1.145
	-0.125
GGA3	0.29
GGA2	-0.65
	0.38
SORBS1	0.13
SORBS3	-0.12
SORBS2	-1.395
	0.005
TBX2	-0.16
ZSCAN12	-0.89
LINGO2	0.76
LINGO1	-0.73
PER2	6.745
TSHZ2	-0.18
TSHZ3	2.19
TSHZ1	0.805
INHBA	-1.86
INHBB	-1.165
INHBC	0.35
INHBE	1.175
SYT1	1.265
	2.74
HINT3	-0.19
SYT2	-0.285
ITM2C	-1.7
LRIF1	0.695
SYT3	-1.34
	0.97
	0.245
	-0.91
	-1.765
	-1.18
FAM151B	0.25
ARHGEF28	0.82
HSF2	0.035
RUNX1T1	0.215
FAM104A	0.775
KIAA0368	0.03
TRNT1	-0.565
ITM2B	-0.72
ARHGEF26	4.37
PORCN	-0.14
TEX9	0.005
KCNC3	0.24
RALGPS2	-0.84
	-0.225
	-0.4
RALGPS1	0.605
B3GNTL1	0.155
MKL1	0.335
MKL2	-1.025
TEX2	-0.715
CTRB2	-3.7
RDX	-0.18
LTA4H	-0.575
LMNA	0.2
ITM2A	-1.03
	-0.05
SLC30A10	-3.085
SORCS2	1.245
SUPT16H	0.49
FKBP14	0.95
CMAS	0.12
UBFD1	1.275
SCG2	0.98
FKBP15	-0.34
ACADM	-0.415
MCL1	-0.425
PTTG1	1.135
	-0.47
	-0.295
TSSK6	-0.505
PREPL	0.615
	-0.29
GPR180	-0.6
GRIA3	1.41
	-0.365
GPR183	-1.015
	0.45
GRIA4	-0.42
KRT71	2.37
SUPT6H	0.585
SASS6	-1.095
L1CAM	0.5
SLC27A5	-0.04
SLC27A4	0.115
SLC27A6	1.515
SLC27A1	1.26
	0.485
SLC27A3	-1.04
SLC27A2	1.16
IMP3	-0.37
HMGXB3	0.635
HMGXB4	0.765
LRRK1	1.075
LRRK2	0.955
THEM6	-0.76
CDHR2	-0.3
CDHR5	-0.605
ZBTB48	1.12
DBN1	0.625
	-1.2
	0.12
C1orf168	-2.855
RGS19	-0.935
TRIM39	1.335
OR8J3	2.68
TCOF1	1.345
USH2A	-0.605
TRIM33	-0.64
TRIM32	-1.095
TRIM37	-1.01
TRIM36	0.98
TRIM35	-0.355
FOXO3	1.965
FOXO1	1.065
DLAT	0.075
FOXO6	-0.715
FOXO4	1.68
	0.55
	-3.545
	-0.395
THAP11	0.24
BTAF1	0.54
WSB1	-5.02
UBE3A	-0.02
DBNL	-0.525
	0.615
	0.45
KRT72	1.355
SUPT3H	0.14
FAM114A1	0.34
	0.175
FAM114A2	-0.765
MTFR1	0.38
ALDOA	-0.215
ALDOC	-0.85
ALDOB	1.49
	1.97
	1.62
CASQ2	1.82
SLC24A5	-0.995
SLC24A3	0.08
ZIK1	-0.3
	1.82
	-1.195
GABRB3	0.425
NSFL1C	-0.195
TMEM80	-0.905
	0.98
	-1.15
STX16	-0.12
USP8	-0.11
SEL1L3	0.18
	0.335
XPR1	-0.34
TPPP	1.61
USP1	0.63
USP2	11.95
USP3	-0.99
USP4	0.275
USP5	0.98
USP7	0.63
CARD9	-0.7
RIBC1	-0.14
IL1RAP	0.86
SAMSN1	0.415
NR1D2	3.97
	0.53
TPRKB	0.73
CARD6	1.065
	-1.275
FARS2	1.155
	-1.07
	0.22
RPL38	-0.245
RPL39	1.57
	1.445
RPL37	-0.445
	-0.105
RPL35	-1.005
	-0.745
RPL31	0.035
	-0.3
	-0.075
MAF	-1.49
FAM13B	-2.05
	0.815
BCAS2	-0.02
BCAS3	1.1
BCAS1	-0.3
	1.29
	1.64
	0.15
	-0.21
	0.48
	0.89
TPP1	-0.8
TPP2	0.795
RAD50	-1.415
	0.68
SFMBT1	0.09
DET1	0.035
ZZEF1	0.23
	1.28
HIST1H2BD	0.305
C11orf86	-2.1
CEBPG	-0.44
BRF1	1.285
SETX	0.135
	0.875
SGPP1	-0.535
	-0.61
MLYCD	-0.72
KRT79	0.86
HIST1H4B	0.615
	-1.415
	-0.63
	-0.725
LDB3	0.88
C1orf109	0.8
FARSB	-0.025
RPL3L	-0.405
UAP1L1	-1.385
	-3.975
TTBK2	0.215
AMMECR1L	1.2
TTBK1	-0.45
NCOR2	0.585
NCOR1	-0.545
	0.545
LYSMD3	0.995
METTL3	0.715
NKIRAS2	0.6
	0.37
MAGOHB	-0.105
ABHD17B	0.045
	1.135
	-0.125
PPME1	0.225
PCOLCE	-0.68
FLNA	-1.395
FLNB	0.955
FLNC	0.235
GLTPD2	-1.145
	0.785
CEP164	-0.125
TOLLIP	-0.49
	0.365
ADIPOR1	2.365
	-2.125
FGR	0.1
	-2.41
IRF5	-1.515
APAF1	-0.13
	-0.01
	0.095
LRRIQ3	0.365
	0.29
FGA	-2.175
FGB	-1.97
YTHDC1	0.43
	1.78
TGM1	3.465
CNNM3	-1.81
CNNM2	0.545
	1.4
TGM5	1.29
TGM6	0.96
TINF2	0.875
	0.1
MITF	0.215
	0.82
EGF	-1.045
SLC4A11	-0.245
SLC4A10	-0.3
ROCK2	1.025
	1.06
	-0.615
	0.565
DNAJB5	0.755
	0.745
SLC12A5	1.13
	1.585
FST	-2.92
	-1.18
	-1.03
	0.525
	0.06
FOXF2	1.25
RALY	-0.775
RAB27A	1.08
PBDC1	-0.59
PTPRZ1	0.305
	-1.42
POLD1	1.57
POLD2	0.92
POLD3	-0.82
POLD4	-0.37
	-0.43
DUT	0.33
RALB	0.03
RALA	-0.52
RBM8A	-0.865
HDAC1	-0.7
	0.91
HDAC3	0.04
	-1.37
HDAC5	-2.375
	-2.53
HDAC7	-0.645
HDAC6	-0.03
HDAC9	-1.465
HDAC8	-0.49
CEL	-1.76
	0.41
	-1.36
GSTCD	1.285
GZF1	-0.135
AGL	1.885
	-1.9
TNR	-1.04
GMPR	1.325
GMPS	2.415
C3orf80	-0.1
ENTHD2	0.555
	0.145
FLI1	0.015
C20orf194	-0.505
CYP26B1	2.325
UPF3B	-0.27
UPF3A	0.705
STRN	0.35
AGMAT	-0.035
	-0.08
	-0.835
	-0.77
	-0.08
P2RY6	0.41
P2RY4	-0.165
	-0.45
CLCN3	-0.415
CLCN2	1.065
	0.155
	0.875
CLCN7	1.96
LIX1L	1.68
CLCN5	-0.035
	0.58
HFM1	0.98
	-0.4
IKZF5	-0.075
IKZF4	-1.895
IKZF1	0.06
IKZF3	-1.49
	0.005
H2AFV	-0.55
DMRTA1	-0.34
MAGEE1	-0.375
MBTD1	-0.425
H2AFX	0.14
H2AFY	-0.695
H2AFZ	0.005
	-2.79
CES5A	-0.09
	-1.04
SGSH	-0.3
	-0.08
SON	0.175
H2AFJ	-0.695
QSER1	0.49
CNN1	2.29
BANP	2.665
CNN3	0.165
CNN2	0.94
HADHB	-0.37
PRAMEF8	0.265
	-0.12
	-0.3
	0.76
	-1.04
ARC	-1.58
	1.105
MGMT	0.23
CORO1A	-1.175
FGF12	1.76
	0.45
CIZ1	-0.785
ASL	1.765
MED20	2.865
SLC12A2	-0.72
IKBIP	-0.235
	0.91
SKP1	0.265
LMCD1	-0.045
	-0.715
N4BP1	0.995
	2.15
SNRPD3	0.95
MUC13	-1.475
ANGEL2	0.925
ANGEL1	-1.235
SNRPD2	1.1
DNLZ	-0.175
	-0.02
	-3.055
	-1.98
	-2.03
	0.11
	0.605
PDE8A	1.19
	-1.59
PHC1	1.36
PDE8B	1.28
PHC3	0.66
PHC2	0.08
NPY1R	0.87
SEC16A	0.99
SEC16B	-1.32
	-0.42
GTF2H5	1.43
MED22	0.15
	1.295
CCDC91	-0.875
PDILT	-0.845
ZWINT	-1.065
TREM2	2.82
	2.395
GOLT1B	1.83
GOLT1A	0.89
	-0.93
GTF2H4	-0.21
CSNK2A2	-1.17
CSNK2A1	0.525
ILK	0.09
	0.215
	-0.055
	-0.18
DKK3	-1.435
IER3IP1	1.095
	0.305
ZSWIM7	-0.28
	-0.47
	-0.63
RNF8	0.82
CHMP3	0.585
RNF7	-0.91
RNF4	0.105
RNF5	-1.455
CHMP7	-0.475
CHMP6	0.02
NET1	-4.68
ZSWIM1	1.15
RECQL5	0.33
RECQL4	-0.255
SCLT1	1.19
	-0.645
GCNT1	-1.055
MZB1	1.61
	0.465
GCNT2	0.725
NAIF1	-0.615
ALPK1	0.295
MARK4	-0.435
MARK1	-0.455
MARK2	-0.095
MARK3	0.565
MED27	-0.375
	1.07
	-0.405
SLC12A9	-1.84
STRIP1	-0.29
STRIP2	-0.32
NMD3	0.535
	0.77
	0.6
	-1.03
	1.765
EXTL1	1.045
EXTL2	0.855
EXTL3	1.02
SERF2	-0.17
TIA1	-0.9
	0.6
	-1.65
TMEM165	0.38
TMEM164	-0.855
TMEM167A	1.225
TMEM168	0.395
SLC12A8	1.66
	-0.71
TBC1D8	0.435
TBC1D9	-0.025
C12orf10	-0.18
TBC1D1	-0.6
TBC1D2	0.385
TBC1D4	-0.49
TBC1D5	-0.42
ANKRD11	1.0
TBC1D7	0.985
MYO5B	0.655
	-0.92
	-0.675
	0.005
ITGAX	-1.035
HNRNPDL	0.705
SDCCAG8	-0.15
SLC4A4	0.435
RYR1	2.405
RYR3	0.765
	0.105
SLC4A7	-2.71
ITGAV	-0.17
XPNPEP1	0.87
C18orf32	-0.895
SAE1	0.395
ITGAL	-2.235
XPNPEP2	-0.485
	-0.69
ITGAD	1.09
	-2.68
ATE1	-0.125
GTF2E1	-0.265
EIF4E3	0.955
	-0.005
AKIRIN2	-0.88
AKIRIN1	-2.06
RGS14	-0.135
AP3M1	1.725
AP3M2	0.855
	-0.875
	-1.905
CUL5	-0.355
LIMD2	1.005
LIMD1	1.515
	0.145
ITGA8	-2.105
HNF1B	-0.63
CUL7	-0.15
NOP58	1.79
KLHL42	-0.305
ITGA1	-0.03
ACSF2	0.405
NOP56	1.885
ITGA4	-0.87
ITGA5	-3.04
	-0.555
ITGA7	0.545
NSG1	0.34
	0.385
HNF1A	-0.805
SARNP	0.82
UNC119	-1.945
FLII	0.485
CUL3	0.05
	-0.555
ZNF91	0.22
C14orf119	0.455
	-0.185
TPCN1	1.52
TPCN2	-1.21
G6PC	-2.53
CELA2A	-2.76
	-0.48
	-1.08
	-0.71
SCHIP1	-0.225
	1.15
	-0.725
	-0.735
	9.6
	-0.96
	3.765
LTBP3	-0.975
LTBP2	-0.705
LTBP1	-0.315
	4.565
	1.515
	2.15
	-1.69
GLTP	0.035
	7.1
HBEGF	0.82
PID1	0.635
STK10	-0.04
M6PR	0.775
NDUFS1	0.565
LAMA1	-1.125
ZFP14	0.26
FAM210A	-0.56
ZNF12	-0.28
ZNF205	1.265
SULF1	-0.245
ZNF546	-0.56
LAMA3	-1.02
	-1.7
EBF1	1.35
LAMA4	-0.77
	-0.865
R3HCC1L	0.37
LAMA5	-0.29
	-0.755
	-1.48
BBOX1	0.5
	0.24
	-0.1
	0.21
SECISBP2	0.76
	-1.18
NDUFS3	-0.325
	-0.235
CACNA1I	-0.13
VPS53	-0.08
	-1.81
CALHM2	-0.455
	0.045
	-2.265
CACNA1B	0.47
CACNA1C	0.82
CACNA1D	1.43
ABCG2	0.18
CACNA1F	-0.54
CACNA1G	1.555
IMPAD1	0.23
GNG12	0.885
	-1.05
CMC1	0.03
	-1.05
CMC2	-0.785
	-0.54
ARHGEF40	-0.77
	-0.32
KCNE3	-0.38
RASAL2	-0.1
KCNE4	0.98
	-1.585
XIAP	0.2
DOPEY1	-1.255
SHROOM3	-2.28
SHROOM2	-0.435
	-0.325
XRN1	0.0
XRN2	-0.765
SHROOM4	2.305
ARHGAP4	-1.065
	-1.24
PDE11A	-0.445
	0.95
	-0.175
DCBLD1	0.22
AP5Z1	0.16
	-0.33
NUBPL	0.645
	-0.04
NDUFS6	-1.47
DQX1	-1.135
DYNLRB1	0.745
RPUSD4	-1.795
TDRKH	-0.97
WDPCP	0.25
COL11A1	-0.45
COL11A2	-1.21
	2.68
	-0.495
	-2.035
MPLKIP	-0.55
TIPARP	1.12
DYNC1LI1	0.985
DYNC1LI2	0.26
NEU3	-1.99
	0.09
	1.485
	-0.29
	1.125
CXCL2	1.01
	-0.4
	1.22
UTP3	-0.88
MTCH2	0.735
MTCH1	-0.005
RPUSD3	-0.805
GNAI3	-0.045
	-2.21
	0.51
ANKRD27	0.37
ANKRD26	0.62
	0.625
ANKRD24	0.1
ANKRD23	-1.7
TIAL1	-1.23
CNOT3	1.385
