PLEKHG2	-1.885
PLEKHG3	-0.705
CERS4	-0.68
PLEKHG1	-0.05
HSPBAP1	-0.195
PLEKHG5	-0.05
NSA2	-0.595
	1.0
ZNF846	1.845
NAMPT	-0.16
ERI3	-0.085
	2.68
CERS5	-1.84
NDC1	-2.135
BCKDK	-2.715
KIAA0355	-1.19
	4.54
UBE2D1	0.625
SHANK2	-0.885
SYT8	-0.86
CNOT11	-1.59
MIER1	0.575
MIER2	0.07
MIER3	1.26
SYT7	-1.69
	2.1
	0.0
CNPPD1	1.29
	0.055
	-1.59
INVS	0.44
RABIF	1.775
	-0.5
SEPT1	2.33
	0.51
DAG1	-2.695
MYADM	-1.605
	1.015
	-0.27
NAF1	0.785
CEBPB	2.3
CEBPA	1.32
ACVR1	-0.425
FCHSD2	0.225
CEBPD	1.055
	-0.425
	-0.6
ERICH1	0.41
	-1.22
GOPC	1.205
CEBPZ	0.585
ZNF726	2.035
ZNF710	0.09
RBM8A	0.875
ZNF175	3.225
MLLT4	-0.88
EDRF1	-0.005
MLLT6	-0.93
	2.875
	-0.745
MLLT1	-1.12
MLLT3	-0.18
	1.78
	1.065
RTF1	0.57
	-0.71
PRAMEF8	0.33
NOSIP	-0.16
BTG3	1.69
BTG2	1.225
BTG1	1.62
C12orf43	2.055
UPRT	0.885
ZSWIM4	0.485
PIF1	-0.96
ZSWIM7	0.955
AIG1	-0.99
NUPL1	-1.065
NUPL2	0.65
ZSWIM3	0.955
NDRG1	1.645
NDRG2	-2.595
NDRG3	1.06
	1.225
NPAT	1.35
TTC30A	1.34
	0.51
	2.505
HM13	-1.83
GGA1	-0.285
GGA3	0.625
GGA2	-0.59
	0.57
SORBS1	-0.22
SORBS3	1.73
LINGO4	2.52
LINGO2	0.1
PER2	-0.405
TSHZ3	-0.835
TSHZ1	-0.58
INHBA	2.335
INHBB	-2.34
	0.585
	1.1
HINT3	0.31
MPLKIP	0.115
IL17D	-0.035
LRIF1	1.57
	-0.48
	2.365
FAM151B	-0.11
ARHGEF28	1.46
	0.66
RUNX1T1	2.005
FAM104A	0.33
KIAA0368	0.115
TRNT1	0.815
ITM2B	-2.36
TEX9	2.475
UBQLN2	-0.81
	-0.75
	0.71
RALGPS1	-1.0
B3GNTL1	0.735
MKL1	0.05
MKL2	-0.54
TEX2	-0.64
RDX	-0.19
LTA4H	-0.995
LMNA	-1.075
ITM2A	-0.235
	0.095
SULT2B1	-1.3
SORCS1	-0.165
SORCS2	-2.65
SUPT16H	0.355
CMAS	-1.1
UBFD1	0.605
FKBP15	0.43
ACADM	-0.295
MCL1	0.475
PTTG1	-0.625
	3.7
	3.755
TSSK6	2.01
PREPL	0.685
GPR180	-1.77
GRIA3	-3.28
	-0.96
GRIA1	1.66
SASS6	0.1
L1CAM	-3.095
SLC27A4	-2.24
CEP19	1.005
SLC27A1	0.29
	0.59
SLC27A3	-2.33
IMP3	0.205
HMGXB3	-0.405
HMGXB4	0.45
LRRK1	-1.355
LRRK2	-0.11
THEM6	-1.35
ZBTB48	1.86
	-0.125
DBN1	-0.51
	1.96
C1orf168	0.215
TRIM39	1.23
TCOF1	-0.085
	0.505
USH2A	0.68
TRIM33	0.85
TRIM32	0.92
TRIM37	-1.605
TRIM36	-0.24
TRIM35	0.34
FOXO3	-0.13
FOXO1	0.81
DLAT	-0.355
FOXO6	0.155
FOXO4	-0.485
	-0.545
	0.045
	0.23
THAP11	-0.325
BTAF1	-1.04
WSB1	2.105
DBNL	-0.23
FAM114A1	-0.395
FAM114A2	-0.375
MTFR1	0.38
ALDOA	-2.36
ALDOC	-0.54
ALDOB	-1.455
	-0.42
	2.805
COPE	-0.91
SLC24A3	-1.805
ZIK1	1.5
	-0.865
NSFL1C	-0.42
TMEM80	1.125
	1.01
STX16	-0.16
USP8	-0.195
C12orf57	-0.165
	1.37
	0.19
XPR1	-2.42
USP1	-1.57
USP2	0.425
USP3	1.04
USP4	-0.34
USP5	-0.45
USP7	-0.155
RIBC1	0.645
IL1RAP	-0.22
MIS12	0.985
NR1D2	0.285
TPRKB	2.04
CARD6	2.775
	0.78
FARS2	-0.935
	-0.11
RPL38	0.71
RPL39	-2.045
	-1.295
RPL37	-1.645
	-1.61
RPL35	0.145
	-0.36
RPL30	-1.885
RPL31	-1.21
	0.545
MAF	1.405
FAM13B	1.575
FAM13C	1.93
BCAS2	-0.95
BCAS3	-0.315
	0.585
	-0.375
	-2.245
	-1.155
	-1.825
	0.125
TPP1	-2.55
TPP2	-0.57
RAD50	0.445
SFMBT1	0.285
SFMBT2	0.495
ZZEF1	-1.84
	2.725
HIST1H2BD	3.285
BRF2	1.61
CEBPG	1.885
BRF1	-0.19
SETX	-0.595
	6.395
SGPP1	-1.565
MLYCD	0.78
HIST1H4B	6.15
	-0.355
LDB3	0.165
C1orf109	2.03
FARSB	0.035
RPL3L	0.25
UAP1L1	-0.205
METTL1	-0.09
TTBK2	-0.675
PURG	-0.365
CCDC90B	0.545
NCOR2	-2.2
NCOR1	-1.82
	0.075
	0.1
LYSMD3	3.175
PEBP1	-1.49
	1.37
MAGOHB	0.43
	-1.57
	1.09
PPME1	0.72
PCOLCE	-2.53
FLNA	-0.495
FLNB	-0.36
FLNC	-0.965
	-1.805
CEP164	-1.605
	1.67
ANKRD55	0.93
	-1.89
	0.68
	-2.325
	0.09
	-1.65
CNNM3	-1.525
CNNM2	-0.14
	-0.58
	-0.22
TINF2	0.64
	2.495
EGF	4.41
SLC4A11	-1.12
	0.1
	-0.145
	0.185
	-0.98
FST	0.64
HTR1B	1.855
	-0.8
	1.27
FOXF2	-1.315
RALY	-0.98
C11orf54	-0.75
	0.17
POLD1	-0.715
POLD2	-0.91
POLD3	1.93
POLD4	0.085
DUT	-1.0
RALB	0.54
RALA	-1.555
HDAC1	-0.17
HDAC3	-0.745
HDAC2	-1.43
HDAC5	-1.005
HDAC4	-1.23
HDAC7	-2.54
HDAC6	-1.125
HDAC9	1.01
HDAC8	1.145
GSTCD	0.035
GZF1	1.29
AGL	-1.11
	-1.38
	2.06
GMPR	-1.51
GMPS	-0.28
EPAS1	0.325
ENTHD2	0.245
KARS	-0.645
FLI1	0.54
	0.24
C20orf194	-0.905
CYP26B1	-0.13
UPF3B	1.6
UPF3A	2.405
STRN	-0.72
	-1.855
	-1.855
	0.84
CORO1B	0.085
	-0.265
CLCN3	0.3
CLCN2	-1.88
	1.115
CLCN7	-0.445
LIX1L	-0.63
CLCN5	-2.135
	-1.42
DMRTA2	0.59
IKZF5	2.45
CORO1C	-0.75
ADM2	2.5
IKZF2	0.455
H2AFV	-1.41
MAGEE1	-0.97
	-1.07
MBTD1	-1.05
H2AFX	1.84
H2AFY	-1.535
H2AFZ	-0.31
SCN1B	-1.84
SGSH	-1.615
MICALCL	1.27
PIGY	-0.03
CNN1	0.53
BANP	1.61
CNN3	-1.985
CNN2	-2.245
HADHB	-0.93
	-1.18
	1.255
MGMT	1.375
FGF10	-0.085
FGF16	1.835
	1.36
ASL	-0.315
RHEBL1	0.35
SLC12A2	-1.32
IKBIP	-1.81
SKP1	-0.625
COMMD3-BMI1	-0.865
LMCD1	2.33
	0.15
N4BP1	-0.29
SNRPD3	-0.875
ANGEL2	1.31
ANGEL1	-1.71
SNRPD2	-1.625
PRSS46	-0.425
SNRPD1	-0.03
	-0.55
	1.84
	3.695
EDA2R	1.63
	1.77
PHC1	1.04
PHC3	2.54
PHC2	-1.425
NPY1R	0.52
SEC16A	-0.37
SEC16B	1.185
GTF2H5	0.04
MED22	-0.675
	-3.245
ZWINT	1.865
CD151	-1.825
IGSF9	-0.99
	1.055
GOLT1B	-1.135
	-0.52
	-0.57
CSNK2A2	-0.965
CSNK2A1	-1.795
	0.68
DKK2	-0.375
ZSWIM6	-0.235
IER3IP1	-1.51
	0.81
	1.32
	2.255
RNF8	1.045
CHMP3	0.21
RNF7	1.285
RNF4	-1.77
RNF5	0.85
CHMP7	-0.96
CHMP6	-0.56
NET1	-0.065
ZSWIM1	0.89
RECQL5	0.765
RECQL4	0.595
SCLT1	-1.84
	-0.55
GCNT1	1.55
	0.51
GCNT2	0.45
NAIF1	1.905
