UBE2Q1	1.14
RNF14	-0.41
UBE2Q2	-0.17
RNF10	2.17
RNF11	0.33
RNF13	-0.1
	0.87
	1.53
	0.89
	-1.16
	-0.55
MVB12B	2.74
MZT2A	0.96
	0.6
ATRX	-0.34
PMM2	-0.4
PMM1	-0.57
	1.35
	-3.85
	-0.02
MVB12A	1.36
ZNF879	1.58
NID2	2.88
ZNF703	0.41
STYXL1	-2.04
SPR	1.97
	0.12
ZNF707	2.13
ZNF706	-1.2
ZC3H10	1.36
	-0.73
RNF115	-0.73
RNF112	1.6
ZC3H14	-0.91
RNF111	-0.39
	-1.07
ZC3H18	0.19
DHX8	0.8
DHX9	-1.1
TCOF1	0.17
NSRP1	-0.83
NUP98	-0.77
XPC	2.43
SP1	0.07
GRINA	1.25
SP3	-1.75
NUP93	-1.23
SP7	0.18
SPPL3	0.29
GOLIM4	1.53
OPA3	-0.51
OPA1	-1.53
	1.6
	-1.34
RAB40C	1.95
RAB40B	1.46
FBL	-2.99
COL7A1	8.61
	-0.28
	2.43
GTSE1	-5.13
B2M	-1.47
	-2.3
SPPL2A	-1.02
	0.83
SPPL2B	1.69
ITGA8	0.04
UGCG	-1.75
ATP2A1	1.83
ATP2A2	1.56
ATP2A3	3.45
ITGA1	0.29
ITGA2	3.12
ITGA3	3.36
ITGA4	0.02
ITGA5	0.87
ITGA6	0.11
ITGA7	1.24
DENND4A	-0.43
DENND4B	-1.36
DENND4C	-0.2
SWAP70	-0.5
RARRES1	-2.67
UFSP1	2.2
PHLDA3	6.8
UFSP2	0.24
	1.7
	0.53
GAP43	0.64
ASS1	2.03
PAMR1	1.43
	1.38
FBXL12	-0.77
TIPRL	-0.86
CYP27B1	1.33
FBXL17	0.22
HRH1	-0.17
FBXL19	1.06
FBXL18	0.59
RALGAPA2	0.51
GHDC	1.92
	-0.57
	1.17
	0.31
GRP	-0.19
TPRN	1.2
THSD4	2.02
SZRD1	-1.1
FAM212B	4.36
FAM212A	-0.02
COL4A6	1.69
COL4A5	5.56
	-3.04
COL4A3	1.88
COL4A2	4.96
COL4A1	4.74
SLC35D2	1.99
GRN	1.21
CHST3	1.53
CHST2	0.98
GCLM	-1.34
CHST7	3.35
HLX	0.69
HLCS	-0.29
NOG	0.88
ITGAV	1.7
	-0.75
CAMK1	-0.08
NOV	1.43
ITGAE	-0.82
	-1.88
	1.91
SMAD9	1.62
TRERF1	1.1
LRPAP1	2.05
SMAD5	-1.39
SMAD6	1.37
SMAD7	1.86
GOLPH3L	1.15
SMAD1	-0.41
SMAD2	-2.65
SMAD3	0.87
MUS81	-0.25
AMMECR1L	0.19
	0.16
	-1.06
NECAP1	-1.19
IGF2R	3.55
ABHD14B	1.46
SLC36A4	-0.52
SLC36A3	2.72
CKS1B	-5.33
SLC36A1	-0.68
	1.77
	-1.21
	1.34
ERICH1	0.58
C14orf119	-0.18
	0.44
	0.24
	1.02
	0.55
HAUS7	-0.81
DRAP1	-0.17
TCEA2	0.46
TCEA3	2.86
TCEA1	-1.89
ABCD1	2.77
COX4I1	-0.52
	-2.59
BFAR	-0.71
	-0.05
	-0.86
	1.74
	-2.07
CADPS2	0.89
RLF	0.15
CCDC112	-0.7
CCDC113	-0.39
LEO1	-0.92
MTCL1	0.64
ATP1A4	3.37
ATP1A3	3.0
ATP1A2	2.54
ATP1A1	1.75
	0.33
	0.18
MGRN1	2.37
TCP1	-2.12
CRTAP	0.2
SP8	1.58
SPHK1	0.86
DPT	-0.47
	1.34
CUEDC1	1.89
CUEDC2	0.36
CBLB	2.11
CPEB4	1.25
CPEB1	-1.0
CPEB3	-0.04
SBSPON	-0.48
	-2.42
SRBD1	-1.18
ABAT	1.76
	0.72
ZNF780B	0.03
FRG1	-2.16
	-0.85
RHEBL1	-0.85
	-0.41
IFT80	-1.16
	3.19
IFT88	-2.15
IL10RA	-0.02
SARDH	1.65
SP2	-0.25
	0.51
MCM10	-5.41
	-0.5
CSK	-0.32
SP4	-1.56
IL10RB	1.63
ATG4C	1.66
ATG4B	-0.35
ATG4A	0.08
CREB5	-3.25
	-0.4
ATG4D	2.08
PHOX2A	1.16
POU2F2	2.97
PHOX2B	1.24
	2.74
	2.06
CFH	1.49
CFI	-0.17
PNP	0.39
ANKFY1	1.06
CFB	0.95
	1.39
CREBBP	1.13
PNN	-1.49
ATP6V0E1	-1.05
ATP6V0E2	1.19
NFIL3	-0.25
	-7.67
	0.14
AAAS	-1.17
LTBP1	3.21
SIDT2	3.47
CREB3	0.2
	1.14
FGGY	-0.73
SIX4	0.42
SIX5	2.0
	1.96
MR1	1.53
SIX2	1.5
PAOX	0.77
	1.91
CNPY4	-0.09
CNPY3	0.69
CNPY2	1.07
	-0.92
SYNJ1	-0.24
KNDC1	0.56
HMG20A	-0.06
HMG20B	0.05
AAGAB	-1.77
	0.04
SCYL2	-1.44
SYNJ2	0.73
C3orf70	0.59
SHOX2	0.29
ZFP82	-1.29
CHFR	0.98
SMDT1	0.42
	0.35
	-0.56
SYPL2	-1.43
	1.98
APP	1.22
RFX7	2.35
	1.98
RFX1	3.28
RFX2	0.52
RFX3	-0.56
YDJC	0.25
IBA57	0.09
APC	0.83
TMEM179B	0.6
ETV3L	1.43
UQCRC2	-0.62
