UBE2Q1	-0.3
RNF14	-0.27
UBE2Q2	-0.35
RNF10	-2.23
RNF11	-0.8
RNF13	1.66
	-0.69
REM2	1.91
	-0.72
	0.11
	1.22
MZT2A	-1.8
	-1.94
CHMP1B	2.35
PMM2	2.25
PMM1	-1.25
ASS1	-0.34
	-0.09
	-0.3
	1.08
ZNF879	1.2
NID2	-0.46
ZNF703	-4.75
	1.75
	0.25
ZNF706	-0.15
ZNF704	-1.49
ZC3H10	-1.58
	-0.98
RNF115	-0.43
	2.06
RNF111	-0.46
	1.1
ZC3H18	-1.03
SP8	-1.73
DHX9	-1.94
	1.91
TCOF1	-1.76
NSRP1	0.47
NUP98	-0.4
SP1	-1.22
GRINA	-2.94
SP3	0.28
NUP93	0.27
CAMKV	-0.77
SPPL3	-1.35
GOLIM4	-0.21
OPA3	-1.05
	3.94
RAB40C	0.15
RAB40B	-0.77
	-1.2
GTSE1	-0.43
	0.2
SPPL2A	1.36
SPPL2B	0.24
ITGA8	-0.11
ITGA9	-0.03
UGCG	0.84
ATP2A1	-0.01
ATP2A3	-2.0
ITGA1	1.34
ITGA2	0.35
ITGA3	-1.57
ITGA4	2.12
ITGA5	0.19
ITGA6	-0.66
ITGA7	0.35
DENND4A	0.51
DENND4B	-0.82
SWAP70	-0.03
UFSP1	0.98
PHLDA2	-0.63
	0.67
PAMR1	3.61
	0.61
FBXL13	1.21
FBXL12	-1.77
TIPRL	-0.1
FBXL14	-4.0
FBXL17	-1.32
FBXL16	-2.71
FBXL19	-2.4
FBXL18	-2.21
RALGAPA2	0.94
GHDC	-2.11
SDK1	-0.03
SDK2	-3.89
	-1.43
TPRN	-1.72
THSD4	-0.75
FAM212B	0.88
THSD1	-0.39
CHST9	0.06
CHST8	-2.61
COL4A5	0.88
	1.12
COL4A3	-0.75
COL4A2	-1.92
COL4A1	-1.81
GRN	-1.8
CHST3	-2.55
CHST4	0.57
CHST7	-1.54
HLX	0.17
ITGAV	-0.12
	1.01
CAMK1	-1.24
NOV	2.37
ITGAE	2.1
	1.19
SMAD9	-0.07
TRERF1	-2.0
LRPAP1	-1.71
SMAD5	-0.32
SMAD7	-1.51
GOLPH3L	0.08
SMAD1	1.49
SMAD2	-0.36
SMAD3	-0.96
MUS81	-0.91
	-0.76
AMMECR1L	-0.99
	-0.06
	4.69
IGF2R	-1.74
ABHD14B	-1.48
SLC36A4	0.31
CKS1B	0.8
SLC36A1	-0.35
ERICH5	0.45
ERICH1	0.61
C14orf119	0.57
	-1.5
	-0.39
	-1.05
HAUS7	-1.56
